"prnrnmc"	"isnrnmc"	"prnr"	"prname"	"isnr"	"type"	"council"	"proc"	"counvte"	"proccde"	"issues"	"intro"	"finact"	"pcom"	"pep"	"pat"	"pbe"	"pbu"	"pcr"	"pcy"	"pcz"	"pdk"	"pee"	"pfi"	"pfr"	"pde"	"pel"	"phu"	"pie"	"pit"	"plv"	"plt"	"plu"	"pmt"	"pnl"	"ppl"	"ppt"	"pro"	"psi"	"psk"	"pes"	"pse"	"puk"	"scom"	"sep"	"sat"	"sbe"	"sbu"	"scr"	"scy"	"scz"	"sdk"	"see"	"sfi"	"sfr"	"sde"	"sel"	"shu"	"sie"	"sit"	"slv"	"slt"	"slu"	"smt"	"snl"	"spl"	"spt"	"sro"	"ssi"	"ssk"	"ses"	"sse"	"suk"	"rp"	"out"
103	265	"d06129"	"water"	"d06129i1"	"Dir"	"Envi"	"COD"	"QMV"	4	4	2017-07-06	2024-12-08	0	0	100	100	0		0	0	100	0	0	0	100	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	100	0	100	60	50	50	30		30	30	100	30	70	100	100	30	30	30	30	30	30	30	30	50	30	100	30	30	30	100	50	70	0	0
103	266	"d06129"	"water"	"d06129i2"	"Dir"	"Envi"	"COD"	"QMV"	4	4	2017-07-06	2024-12-08	0	100	0	20	0		0	0	100	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	90	100	30	40	10		20	20	50	10	20	50	40	30	20	30	30	10	10	20	10	70	30	20	10	10	20	40	50	70	0	20
103	267	"d06129"	"water"	"d06129i3"	"Dir"	"Envi"	"COD"	"QMV"	4	4	2017-07-06	2024-12-08	100	100	0	50	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	50	50	20	60	10		10	30	90	20	90	90	30	20	20	20	30	20	20	10	10	60	30	80	10	20	20	90	90	70	0	50
103	268	"d06129"	"water"	"d06129i4"	"Dir"	"Envi"	"COD"	"QMV"	4	4	2017-07-06	2024-12-08	100	100	80	80	0		0	0	80	0	80	80	80	80	0	80	80	0	0	80	80	80	0	80	0	0	0	80	80	0	70	20	20	50	20		20	20	50	10	20	50	70	10	10	20	20	20	20	10	10	80	20	20	20	20	20	50	10	70		80
104	269	"d06140"	"RABIT"	"d06140i1"	"Reg"	"JHA"	"COD"	"Unan"	3	1	2019-07-06	1931-07-07	100	100		70			100	0	70	0	0	100	70	100	0		100	0	0	70	100	70	0	100		0	0	100	0		90	60	0	50	0		90	30	50	30	30	60	50	80	30	0	80	30	30	30	90	50	90	80	0	30	40	90	100	0	0	70
105	270	"d06272"	"rail"	"d06272i1"	"Dir"	"Trans"	"COD"	"QMV"	4	1	2013-12-06	2023-12-08	100	90	20	20			20	20	20	20	20	20	0	20	20	20	100	20	20	20	20	20	20	20		20	20	20	20	20	70	100	10	10	0		10	50	70	50	60	80	70	20	20	20	70	50	50	10	10	50	20	30	0	20	30	40	70	70	0	90
106	271	"d06304"	"emissions"	"d06304i1"	"Dir"	"Envi"	"COD"	"QMV"	4	4	2020-12-06	2013-01-09	90	100	90	90	0		0	0	90	0	90	90	70	90	0	90	90	0	0	90	0	90	0	90	0	0	0	90	90	90	70	80	50	60	70		60	80	60	70	50	70	50	50	70	60	60	80	70	60	70	70	80	60	70	70	70	60	80	70		90
106	272	"d06304"	"emissions"	"d06304i2"	"Dir"	"Envi"	"COD"	"QMV"	4	4	2020-12-06	2013-01-09	20	100	20	30	0		0	0	70	0	20	20	20	20	0	100	20	0	0	20	0	30	0	20	0	0	0	20	100	50	75	90	20	40	20		20	40	50	20	75	75	90	30	40	50	40	30	30	20	10	75	100	20	20	10	10	100	70	50	0	30
106	273	"d06304"	"emissions"	"d06304i3"	"Dir"	"Envi"	"COD"	"QMV"	4	4	2020-12-06	2013-01-09	50	50	0	0	100		100	100	0	100	0	0	0	0	100	0	0	100	100	0	100	0	100	0	100	100	100	0	0	0	50	50	50	50	100		50	80	50	100	10	50	10	0	50	50	50	100	100	0	10	50	100	0	100	0	80	0	50	80		50
106	274	"d06304"	"emissions"	"d06304i4"	"Dir"	"Envi"	"COD"	"QMV"	4	4	2020-12-06	2013-01-09	33	0	100	33	100		100	100	33	100	33	33	66	100	100	33	100	100	100	100	100	33	100	100	100	100	100	100	33	33	50	30	60	50	50		20	40	50	20	50	50	50	60	60	50	60	60	20	50	10	50	70	60	50	0	40	70	70	50		66
107	275	"d07013"	"charges"	"d07013i1"	"Dir"	"Trans"	"COD"	"QMV"	4	5	2024-01-07	2014-03-09	100	30	30	30	30		100	30	30	100	30	30	30	30	30	0	30	100	100	100	100	0	30	30	30	100	100	30	100	0	50	50	10	10	20		10	10	20	10	20	50	30	20	10	70	30	10	10	100	10	70	10	20	30	10	10	30	10	30		30
107	276	"d07013"	"charges"	"d07013i2"	"Dir"	"Trans"	"COD"	"QMV"	4	5	2024-01-07	2014-03-09	0	100	0	80	0		0	0	80	0	0	80	0	0	0	0	80	0	0	0	80	80	80	0	80	0	0	0	0	0	50	70	60	90	10		10	20	90	60	90	90	90	10	60	90	90	10	10	20	60	90	10	20	60	10	10	30	80	90	0	30
107	277	"d07013"	"charges"	"d07013i3"	"Dir"	"Trans"	"COD"	"QMV"	4	5	2024-01-07	2014-03-09	100	0	50	50	50		50	50	50	50	0	50	50	50	50	50	50	50	50	50	50	50	50	0	50	50	50	0	0	50	70	60	10	20	10		10	10	70	10	30	90	90	10	10	70	30	10	10	20	10	70	10	90	10	10	10	90	90	70		50
107	278	"d07013"	"charges"	"d07013i4"	"Dir"	"Trans"	"COD"	"QMV"	4	5	2024-01-07	2014-03-09	0	0	0	0	0		0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	80	50	10	20	10		10	10	10	10	10	80	50	20	10	80	10	10	10	20	10	90	10	20	10	10	10	30	20	80		0
107	279	"d07013"	"charges"	"d07013i5"	"Dir"	"Trans"	"COD"	"QMV"	4	5	2024-01-07	2014-03-09	50	100	0	0	0		0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	90	90	10	20	10		10	10	60	10	20	30	70	10	10	10	10	10	10	10	10	60	10	10	10	10	10	20	20	70	0	0
108	280	"d07297"	"carems"	"d07297i1"	"Reg"	"Envi"	"COD"	"QMV"	4	5	2019-12-07	"05-06-09"	0	100	0	100				0	100		100	100	0	100		100	100			100		100	0		0	100	0	0			50	60	50	60	0		0	80	50	0	50	50	80	40	0	50	70	0	0	50	0	50	80	0	70	40	80	50	0	0		0
108	281	"d07297"	"carems"	"d07297i2"	"Reg"	"Envi"	"COD"	"QMV"	4	5	2019-12-07	"05-06-09"	0	100	0	0	0		0	100	0	0	0	100	100	0	0	0	100	0	0	0	0	0	100	0	0	0	100	100	0	0	70	60	20	70	50		10	80	70	10	70	80	80	60	10	70	80	10	10	70	10	70	80	50	10	10	80	50	10	10		60
108	282	"d07297"	"carems"	"d07297i3"	"Reg"	"Envi"	"COD"	"QMV"	4	5	2019-12-07	"05-06-09"	0	100	100	100	100			0	100		100	0	0	100		100	0			100		100	0	100	0	100	0	0	100	100	50	80	20	50	50		0	60	80	0	70	60	60	70	0	80	60	0	0	70	0	90	60	30	30	50	60	20	40	70	0	100
108	283	"d07297"	"carems"	"d07297i4"	"Reg"	"Envi"	"COD"	"QMV"	4	5	2019-12-07	"05-06-09"	100	0		100	100			0	100		100	0	0	100		100	0			100		100	0			100	0	0	100	100	70	50	0	50	50		0	80	70	0	70	95	95	60	0	70	90	0	0	70	0	80	70	0	0	50	90	90	50	60		0
108	284	"d07297"	"carems"	"d07297i5"	"Reg"	"Envi"	"COD"	"QMV"	4	5	2019-12-07	"05-06-09"	30	30	0	100	100			0	100		100	100	0	100		100	100					100					0	100	0		50	50	40	50	30		0	70	40	0	50	70	90	40	0	50	90	0	0	0	0	40	0	0	0	0	70	40	50	0		30
109	285	"d06031"	"weapons"	"d06031i1"	"Dir"	"JHA"	"COD"	"QMV"	4	2	"02-03-06"	"08-07-08"	0	100	0	100			0	0	100	0	100	0	0	0	0	100	100	0	0	0	0	0	0	0		0	0	100	100	100	60	80	80	30	0		20	40	50	20	50	90	60	20	20	40	50	20	20	20	0	20	40	20	0	20	20	70	50	60	0	60
109	286	"d06031"	"weapons"	"d06031i2"	"Dir"	"JHA"	"COD"	"QMV"	4	2	"02-03-06"	"08-07-08"	0	100	0	50			0	0	50	0	0	0	50	0	0	50	0	0	0	0	0	0	0	0		0	0	100	0	50	80	90	80	30	0		20	40	30	20	60	90	50	20	20	30	50	20	20	10	10	20	20	10	0	10	90	70	50	50	0	80
110	287	"d04287"	"vis"	"d04287i1"	"Reg"	"JHA"	"COD"	"Unan"	3	5	2028-12-04	2013-08-08	70	0	100	80	80		80	80	80	80	80	100	100	80	80	80	80	80	80	80	80	80	80	80	80	80	80	100	80	80	80	100	100	80	80		80	80	80	80	80	100	100	80	80	80	80	80	80	80	80	80	80	80	80	80	80	100	80	80	0	100
110	288	"d04287"	"vis"	"d04287i2"	"Reg"	"JHA"	"COD"	"Unan"	3	5	2028-12-04	2013-08-08	0	0	100	50	50		50	50	50	50	50	100	100	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	100	100	50	50		50	50	50	50	50	100	100	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	0
110	289	"d04287"	"vis"	"d04287i3"	"Reg"	"JHA"	"COD"	"Unan"	3	5	2028-12-04	2013-08-08	0	0	70									70	100																		100	100	80	0	0		0	0	0	0	0	80	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110	290	"d04287"	"vis"	"d04287i4"	"Reg"	"JHA"	"COD"	"Unan"	3	5	2028-12-04	2013-08-08	100	50	60	60	0		60	60	60	0	60	100	70	60	0	60	60	0	0	60	60	60	0	60	0	0	60	60	60	60	50	50	50	50	0		50	50	50	50	50	100	70	50	50	50	50	50	50	50	50	50	100	50	0	100	50	50	50	50		40
110	291	"d04287"	"vis"	"d04287i5"	"Reg"	"JHA"	"COD"	"Unan"	3	5	2028-12-04	2013-08-08	50	0	100	100	100		100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	50	80	100	80	80		80	80	80	80	80	80	100	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80		50
111	292	"d05246"	"custom"	"d05246i1"	"Reg"	"IM"	"COD"	"QMV"	4	6	1930-11-05	"04-06-08"	100	50	100	100	100		0	100	100	100	100	50	100	0	0	50	0	100	100	100	0	100	25	0	100	100	100	0	100	100	100	85	100	75	75		100	75	100	75	100	100	75	100	75	100	100	75	75	50	100	100	85	100	75	75	75	100	100	100	0	75
111	293	"d05246"	"custom"	"d05246i2"	"Reg"	"IM"	"COD"	"QMV"	4	6	1930-11-05	"04-06-08"	100	100	50	15	15		15	15	15	15	100	0	0	15	15	15	0	15	15	15	15	15	15	15	15	0	15	0	100	30	90	80	90	75	75		75	75	75	75	100	100	100	90	75		75	60	60	90		80	80	75	75	75	75	75	75	20	0	0
111	294	"d05246"	"custom"	"d05246i3"	"Reg"	"IM"	"COD"	"QMV"	4	6	1930-11-05	"04-06-08"	100	100	0	50					100		100	100	100	0			0			0		100	0					0	100	100	90	60	70		0		0	0		0	80	100	80		0	0		0	0		0	100	90	0	0	0	0		90	100	0	75
111	295	"d05246"	"custom"	"d05246i4"	"Reg"	"IM"	"COD"	"QMV"	4	6	1930-11-05	"04-06-08"	100	50	0	0	0		0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	100	60	50	50	50		50	50	70	50	50	100	50	50	50	70	50	50	50	50	50	50	50	50	50	50	50	75	50	70	0	100
111	296	"d05246"	"custom"	"d05246i5"	"Reg"	"IM"	"COD"	"QMV"	4	6	1930-11-05	"04-06-08"	100	100	100	100	100		100	0	100	100	100	50	100	100	0	0	100	100	100	100	100	50	100	100	100	100	100	100	100	0	90	20	10	80	10		10	10	10	10	100	10	10	50	10	10	10	10	10	10	10	10	10	50	10	10	10	10	10	50	0	100
111	297	"d05246"	"custom"	"d05246i6"	"Reg"	"IM"	"COD"	"QMV"	4	6	1930-11-05	"04-06-08"	100	50	100	100	100		0	100	100	100	85	100	100	0	0	50	0	100	100	100	0	100	25	0	100	100	100	0	100	100	90	75	90	65	65		90	65	90	65	75	80	65	75	65	90	90	65	65	50	90	100	75	90	65	65	65	90	90	100	0	100
112	298	"n07138"	"wine"	"n07138i1"	"Reg"	"Agri"	"CNS"	"QMV"	1	3	"04-07-07"	"06-06-08"	0	70	10	10	10		10	0	0	0	10	100	10	70	10	0	70	10	10	10	70	0	10	70	10	0	10	20	0	0	100	80	40	20	60		90	60	20	10	20	70	80	90	70	20	100	80	80	40	30	90	80	100	60	70	70	100	90	100	100	20
112	299	"n07138"	"wine"	"n07138i2"	"Reg"	"Agri"	"CNS"	"QMV"	1	3	"04-07-07"	"06-06-08"	100	20	50	60	50		0	50	100	100	100	0	50	30	50	100	15	100	100	50	10	100	100	30	50	0	60	80	100	100	100	90	70	20	60		70	40	20	10	20	70	70	60	70	10	90	20	20	100	70	20	30	90	60	100	50	100	20	30	0	40
112	300	"n07138"	"wine"	"n07138i3"	"Reg"	"Agri"	"CNS"	"QMV"	1	3	"04-07-07"	"06-06-08"	100	80	0	0	50		100	0	0	0	50	30	0	100	0	0	100	10	10	10	100	0	0	70	50	0	0	60	10	0	80	60	100	80	80		80	80	80	80	10	50	100	80	50	50	100	50	50	50	90	50	100	70	80	70	80	50	30	50	0	10
113	301	"n07242"	"cotton"	"n07242i1"	"Reg"	"Agri"	"CNS"	"QMV"	1	1	"09-11-07"	"05-07-08"	0	80	30	10	100		10	60	60	0	0	50	0	100	10	10	40	0	0	10	10	0	20	80				100	0	0	50	100	80	10	100		10	80	60	0	0	30	100	100	20	10	10	0	0	10	10	80	10	80	0	0	0	100	100	100	0	50
114	302	"d04156"	"Galileo"	"d04156i1"	"Reg"	"Trans"	"COD"	"QMV"	4	3	2014-07-04	2024-07-08	75	45	40		75			60	40	75	40	100	0	40	60	50	60	75	75	40	60	40	75	40	75	60		0	40	100	100	80	70	0	20		0	50	25	20	50	100	90		20	25	90	20	20			50	25	25	20		0	75	60	15		45
114	303	"d04156"	"Galileo"	"d04156i2"	"Reg"	"Trans"	"COD"	"QMV"	4	3	2014-07-04	2024-07-08	44	44	0	0	0			0	0	0	0	89	100		0	0	89	0	0			0	0	0	0		0	56	0	56	50	50	70	70	65		0	70	70	0	70	40	40	0	70	70	40	0	0	0	0	70	70	70	65	0	70	45	70	40		67
114	304	"d04156"	"Galileo"	"d04156i3"	"Reg"	"Trans"	"COD"	"QMV"	4	3	2014-07-04	2024-07-08	0	40	40	40	40		40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	100	40	40	50	25	25	25	25		25	25	25	25	25	50	50	25	25	25	90	25	25	25	25	25	25	25	25	25	25	100	25	50		60
115	305	"d06273"	"rail"	"d06273i1"	"Dir"	"Trans"	"COD"	"QMV"	4	1	2013-12-06	2018-07-08	50	100										0	0				0			0		40	0	40				0	40	40	70	100	0	0	0		0	0	0	0	0	80	100	0	0	0	20	0	0	50	0	70	70	40	0	0	0	20	70	50	0	35
116	306	"d06130"	"airtrans"	"d06130i1"	"Reg"	"Trans"	"COD"	"QMV"	4	4	2018-07-06	1931-10-08	17	100							83		17			83							83	17	83							83	100	100	0	0	0		0	0	50	0		0	0	50	0	0	0	0	0	0	50		70	0	0	0	0	0	0		0	83
116	307	"d06130"	"airtrans"	"d06130i2"	"Reg"	"Trans"	"COD"	"QMV"	4	4	2018-07-06	1931-10-08		100		50				0	50			0		100		0	80			100		100	0					100		100	0	80	0	50	0		0	60	50	0	0	100	0		0	100	40	0	0		0	100	60	0	0	0	0	75	0	75	0	50
116	308	"d06130"	"airtrans"	"d06130i3"	"Reg"	"Trans"	"COD"	"QMV"	4	4	2018-07-06	1931-10-08	100	100		100					0			0	0	0			20	100				30	50			0				0	75	20	0	20	0		0	0	80	0	0	80	100	80	0	0	75	20	0	0	0	80	40	0	0	20	0	0	0	80	0	0
116	309	"d06130"	"airtrans"	"d06130i4"	"Reg"	"Trans"	"COD"	"QMV"	4	4	2018-07-06	1931-10-08	100	80							70			0	25				25					50	80	50						100	80	50	0	0	0		0	0	50	0	0	100	75	0	0	0	75	0	0	0	0	50	90	50	0	0	0	0	0	75	0	50
117	310	"d06206"	"mercury"	"d06206i1"	"Reg"	"Envi"	"COD"	"QMV"	4	4	2026-10-06	2014-11-08	20	100	100	100				100	92		100											100							92		90	80	100	100	0		0	100	100	0	100	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	100	0	0	76
117	311	"d06206"	"mercury"	"d06206i2"	"Reg"	"Envi"	"COD"	"QMV"	4	4	2026-10-06	2014-11-08	23	100		100	23		23		100		85	85						23	23	85	92	92	23	85			23		100		30	100	0	70	40		70	0	70	0	70	70	0	0	0	0	0	40	40	70	70	70	40	70	0	0	40	0	100	0	0	77
117	312	"d06206"	"mercury"	"d06206i3"	"Reg"	"Envi"	"COD"	"QMV"	4	4	2026-10-06	2014-11-08	17	92		100					100				17	100									58	100					100		100	30	0	100	0		0	0	100	0	0	0	80	30	0	0	0	0	0	0	0	0	30	100	0	0	0	0	100	0	0	83
117	313	"d06206"	"mercury"	"d06206i4"	"Reg"	"Envi"	"COD"	"QMV"	4	4	2026-10-06	2014-11-08	100	0		75					75	100	85	100	100	75	100		100	100	100			75	100	75				100	75	100	75	75	0	75	0		0	0	75	75	75	75	75	75	75	0	75	75	75	0	0	75	75	75	0	0	0	75	75	75		50
118	314	"n07114"	"fishauth"	"n07114i1"	"Reg"	"Fish"	"CNS"	"QMV"	1	3	2018-06-07	2029-10-08	100			0					0	100		0	0	100		0	100		100			0	100	100				100	0	0	100	0	0	70	0		0	0	70		0	50	100	50	0	70	50	0	100	0	0	70	70	100	0	0	0	100	70	100	0	0
118	315	"n07114"	"fishauth"	"n07114i2"	"Reg"	"Fish"	"CNS"	"QMV"	1	3	2018-06-07	2029-10-08	80	80										0					0		50			0		0				0			80	20	0	0	0		0	0	0	0	0	80	0	0	0	0	60	0		0	0	80	0	80	0	0	0	80	0	0	0	50
118	316	"n07114"	"fishauth"	"n07114i3"	"Reg"	"Fish"	"CNS"	"QMV"	1	3	2018-06-07	2029-10-08	100	0							0			0	0			0	0							0				0		0	80	50	0	0	0		0	0	100	0	0	100	100	0	0	100	80	0	0	0	0	0	0	100	0	0	0	100	0	100	0	0
119	317	"n07223"	"illfish"	"n07223i1"	"Reg"	"Fish"	"CNS"	"QMV"	1	4	2017-10-07	2029-10-08	100	0		0					0		0	0	20	0		0	0		0			20	0	0				50	0	20	100	100	0	95	0		0	0	95	0	95	100	95	95	0	95	100	0	95	0	0	90	95	95	0	0	0	50	80	90		45
119	318	"n07223"	"illfish"	"n07223i2"	"Reg"	"Fish"	"CNS"	"QMV"	1	4	2017-10-07	2029-10-08	100	70		0					0	0	0	0	0	0			0	0	0			0	0	0	0			0	0	0	100	90	0	95	0		0	0	100	95	95	100	100	95	0	0	95	95	95	0	0	100	95	95	95	0	0	95	95	100	0	50
119	319	"n07223"	"illfish"	"n07223i3"	"Reg"	"Fish"	"CNS"	"QMV"	1	4	2017-10-07	2029-10-08	100	100	0	70				70	70	0	70	0		0		70	0	0	0		0	0	0	0	0			100	70	70	100	100	80	100	0		0	80	100	95	100	100	0	100	0	100	100	100	100	0	100	100	100	100	95	0	0	50	70	100	0	70
119	320	"n07223"	"illfish"	"n07223i4"	"Reg"	"Fish"	"CNS"	"QMV"	1	4	2017-10-07	2029-10-08	0	0		90					95	100	100	100		100		100	100	100	100		100	100	100	100	100	0		0	100	90	85	40	0	90	0		0	0	90	95	95	95	0	95	0	95	95	95	95	0	95	95	95	95	95	50	0	50	85	90		70
120	321	"n07224"	"botfish"	"n07224i1"	"Reg"	"Fish"	"CNS"	"QMV"	1	2	2017-10-07	1930-07-08	100	0								40		25	80						40			80	20	25				0	90	80	100		0	0	0		0	0	0	60	0	80	60	0	0	0	0	0	60	0	0	60	50	75	0	0	0	100	80	60	0	0
120	322	"n07224"	"botfish"	"n07224i2"	"Reg"	"Fish"	"CNS"	"QMV"	1	2	2017-10-07	1930-07-08	100	20								50		50					50		40				60	0				0			100		0	0	0		0	0	0	20	0	20	0	0	0	0	20	0		0	0	0	20	40	0	0	0	100	0	0	0	100
121	323	"n08093"	"Mauritania"	"n08093i1"	"Reg"	"Fish"	"CNS"	"Unan"	2	1	2013-05-08	1931-07-08	100											50	80	0		80		0	0			0	20	50				0		30	100	0	0	0	0		0	0	0	0	0	20	80	0	0	50	0	100	100	0	0	100	80	20	0	0	0	10	0	30	0	80
122	324	"d07249"	"markauthor"	"d07249i1"	"Reg"	"Trans"	"COD"	"QMV"	4	1	2013-11-07	2018-12-09	100	40	0	0	0		20	0	0	0	50	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	80	10					20					20		20															30	30	0	0
123	325	"d07291"	"infoagency"	"d07291i1"	"Reg"	"Trans"	"COD"	"QMV"	4	1	2020-12-07	1931-10-08	17	17		17	100		58	58	17	58	58	58	79	100	58	58	100	58	58		100	17	58	58	100	58	58	100	17	17	75	25	0	0	25		25	25	25	25	25	0	0	100	25	25	25	25	25	0	25	0	25	25	25	25	25	25	25	25	0	58
124	326	"d07028"	"marketing"	"d07028i1"	"Reg"	"IM"	"COD"	"QMV"	4	4	2014-02-07	2013-08-08	94	56	81										81			0	100			81				44						6	70	40	35	0	0		0	0	0	0	0	0	30	0	0	80	90	0	0	30	0	0	0	60	0	0	0	0	0	80	0	38
124	327	"d07028"	"marketing"	"d07028i2"	"Reg"	"IM"	"COD"	"QMV"	4	4	2014-02-07	2013-08-08	5	100	53								5													16							30	75	40	0	0		0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	21
124	328	"d07028"	"marketing"	"d07028i3"	"Reg"	"IM"	"COD"	"QMV"	4	4	2014-02-07	2013-08-08	100	100	0	0	0		0	0	100	0	0	0	100	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	60	10	60		60	60	60	60	60	80	10	60	60	80	100	60	60	60	60	60	60	80	60	60	60	60	60	80	30	95
124	329	"d07028"	"marketing"	"d07028i4"	"Reg"	"IM"	"COD"	"QMV"	4	4	2014-02-07	2013-08-08	100	50	30	30	30		30	30	30	30	30	25	0	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	0	30	50	80	30	80		80	80	30	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	100	30	70
125	330	"d05211"	"marine"	"d05211i1"	"Dir"	"Envi"	"COD"	"QMV"	4	2	2024-10-05	2025-06-08	38	100		38					38			0	69	38			69					0	0	0				38	69	0	75	80	0	50	0		0	0	50	0	0		75	50	0	0	50	0	0	0	0	60		80	0	0	0	60	70	70		25
125	331	"d05211"	"marine"	"d05211i2"	"Dir"	"Envi"	"COD"	"QMV"	4	2	2024-10-05	2025-06-08	100	0		25					25			100	100			100	100					100		100		100		100	0	100	100	100	0	80	0		0	0	75	0	0	65	75	0	0	70	90	0	0	0	0	65	0	75	0	65	0	80	100	65		50
126	332	"d160280"	"Copyright"	"d160280i1"	"Dir"	"IM"	"COD"	"QMV"	3	2	"14-09-2016"	2017-04-19	20	80	0	100	0	100	100	0	0	0	0	100	40	100	0	0	100	0	0	0	100	0	100	100	100	0	0	100	0	0	50	100	20	20	20	0	0	50	80	50	80	100	100	0	20	80	20	0	0	50	0	80	20	0	0	20	20	80	50	50		50
126	333	"d160280"	"Copyright"	"d160280i2"	"Dir"	"IM"	"COD"	"QMV"	3	2	"14-09-2016"	2017-04-19	80	100	0	0	0	100	100	0	0	0	0	100	100	100	0	0	100	0	0	0	0	0	0	100	100	0	0	100	0	0	50	80	0	50	0	0	0	80	50	50	100	100	100	0	50	50	50	50	50	50	0	100	100	50	0	0	0	50	50	50		80
127	334	"d170228"	"Free"	"d170228i1"	"Reg"	"Transport"	"COD"	"QMV"	3	1	"13-09-2017"	2028-11-18	100	100	20	100	100	100	100	100	100	100	100	0	20	0	0	100	100	100	100	100	100	100	100	100	100	100	0	20	100	100	50	50	0	50	0	0	0	100	100	100	50	100	100	0	0	100	0	0	0	50	0	50	100	0	0	0	0	30	100	50		70
128	335	"d160288"	"Code"	"d160288i1"	"Dir"	"Transport"	"COD"	"QMV"	3	3	"14-09-2016"	2017-12-18	100	80	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	100	0	50	20	50	50	50	50	0	100	100	50	50	20	50	50	100	50	50	50	50	50	0	100	100	50	50	0	50	100	20	50	0	0
128	336	"d160288"	"Code"	"d160288i2"	"Dir"	"Transport"	"COD"	"QMV"	3	3	"14-09-2016"	2017-12-18	50	50	100	0	50	50	50	0	0	0	0	100	100	100	100	0	100	0	0	0	0	0	100	100	50	50	100	100	0	0	50	0	0	50	0	0	0	100	100	0	50	100	50	0	20	50	0	0	0	50	0	50	50	20	0	0	0	100	50	50	0	60
128	337	"d160288"	"Code"	"d160288i3"	"Dir"	"Transport"	"COD"	"QMV"	3	3	"14-09-2016"	2017-12-18	100	100	100	100	100	100	0	100	0	100	100	100	100	100	100	100	0	100	100	100	100	0	100	100	100	100	100	0	100	0	50	20	0	20	0	0	0	100	100	20	20	50	20	20	80	20	20	50	50	20	0	100	50	0	0	100	20	100	20	0	0	60
129	338	"d120193"	"PIF"	"d120193i1"	"Dir"	"JHA"	"COD"	"QMV"	3	1	"11-07-2012"	2028-07-17	100	100	0	100	0	0	0	0	0	100	0	100	0		0	0	100			100	0	0	0	0	0	100	0	100	0	0	50	100			0		50			50	50	100	100	0	50	50	100			0	50	50	50	0	0			50	50	0	0	70
130	339	"d170226"	"Non-cash"	"d170226i1"	"Dir"	"JHA"	"COD"	"QMV"	3	1	"13-09-2017"	"10-05-19"	100	100	30	100	30	100	100	0		100	0	100	0	100	30		100	100	100	100	30	30	100	100	100	100	30	100	0		50	50	0	50	0	0	0	50		0	80	50	100	0	0		50	0	0	0	0	0	50	0	0	50	0	50	0		0	0
131	340	"d170245"	"Schengen"	"d170245i1"	"Reg"	"JHA"	"COD"	"QMV"	3	1	"27-09-2017"	999	50		100	100		0	0	0	100	50	50	100	100	0	0		0	0	0	50	0	100	0	0	0	0	0	0	100		50		100	20		20	20	20	100	0	0	100	100	100	100		100	20	20	20	20	100	50	0	20	100	20	50	100			
132	341	"d160231"	"Effort-sharing"	"d160231i1"	"Reg"	"Envi"	"COD"	"QMV"	3	4	"20-07-2016"	2019-06-18	70	70	100	100	0	0	0	0	100	70	100	0	0	0	0	100	0	0	0	100	100	100	0	0	70	0	0	0	100	0	0	50	80	80	50	0	0	50	100	0	80	0	50	0	0	50	30	50	50	80	50	50	50	0	0	0	0	30	80	0		70
132	342	"d160231"	"Effort-sharing"	"d160231i2"	"Reg"	"Envi"	"COD"	"QMV"	3	4	"20-07-2016"	2019-06-18	70	70	0	0	100	100		70	100	70	100	70	70		0	100	100	100	100			0	100	100	70	100	0	100	100	0	50	50	100	50	20	0		20	80	50	50	20	20		0	100	50	100	80			50	50	0	0	50	0	50	50	20		70
132	343	"d160231"	"Effort-sharing"	"d160231i3"	"Reg"	"Envi"	"COD"	"QMV"	3	4	"20-07-2016"	2019-06-18	0	80	0	0	80	100	80	100	0	0	0	0	0	80	80	0	100	0	80	0	80	0	100	80	80	80	80	100	0	0	50	50	30	30	30	30	0	30	30	0	0	30	30		50	0	100	0	80	0	50	30	100	0	20	20	0	80	20	30		85
